delivery_id,order_id,dispatch_date,promised_days,promised_delivery_date,actual_delivery_date,actual_delivery_days,delivery_status,delivery_partner,delivery_cost,distance_km,attempt_count
926002,526002,2025-10-28,4,2025-10-29,2025-11-06,9,Delayed,DTDC,605.08,841,1
926003,526003,2024-01-29,8,2024-02-05,2024-02-06,8,On Time,DTDC,65.62,1273,1
926004,526004,2026-01-10,7,2026-01-15,2026-01-13,3,On Time,Ecom Express,512.53,1502,1
926005,526005,2024-03-30,5,2024-03-31,2024-04-06,7,Early,BlueDart,487.92,197,1
926006,526006,2025-08-07,8,2025-08-14,2025-08-09,2,In Transit,Delhivery,572.9,1203,1
926007,526007,2024-07-18,5,2024-07-23,2024-07-28,10,On Time,Delhivery,226.02,30,1
926008,526008,2026-04-06,4,2026-04-07,2026-04-12,6,Delayed,Ecom Express,185.67,2446,1
926009,526009,2025-09-27,6,2025-09-30,2025-10-07,10,Returned,XpressBees,65.5,812,1
926010,526010,2025-12-25,3,2025-12-24,2025-12-31,6,Delayed,Ekart,262.58,1117,3
926011,526011,2026-01-12,6,2026-01-16,2026-01-17,5,Not Shipped,Ecom Express,149.53,70,1
926012,526012,2024-02-13,8,2024-02-18,2024-02-19,6,On Time,BlueDart,669.24,1979,1
926013,526013,2026-02-13,3,2026-02-14,2026-02-15,2,Delayed,BlueDart,642.14,788,1
926014,526014,2024-03-21,8,2024-03-26,2024-03-28,7,On Time,Delhivery,262.32,1342,1
926015,526015,2025-05-13,4,2025-05-14,2025-05-15,2,On Time,Ecom Express,503.52,1680,1
926016,526016,2025-08-24,5,2025-08-29,2025-08-30,6,On Time,BlueDart,376.71,1435,1
926017,526017,2026-04-04,3,2026-04-03,2026-04-06,2,On Time,Ekart,265.24,1840,1
926018,526018,2025-10-22,5,2025-10-25,2025-10-24,2,On Time,Ecom Express,384.16,1113,1
926019,526019,2025-10-13,5,2025-10-16,2025-10-15,2,On Time,XpressBees,545.63,139,1
926020,526020,2026-06-01,4,2026-06-05,2026-06-07,6,Early,Ecom Express,667.26,1128,1
926021,526021,2024-01-16,3,2024-01-18,2024-01-19,3,On Time,Ekart,78.2,897,1
926022,526022,2024-01-04,3,2024-01-07,2024-01-07,3,On Time,Ekart,270.86,454,1
926023,526023,2024-06-26,4,2024-06-26,2024-06-30,4,Not Shipped,BlueDart,283.89,409,1
926024,526024,2024-08-06,3,2024-08-07,2024-08-11,5,Returned,Delhivery,102.47,2438,1
926025,526025,2025-03-31,7,2025-04-07,2025-04-10,10,On Time,DTDC,697.37,1187,1
926026,526026,2026-01-29,6,2026-02-03,2026-01-31,2,On Time,BlueDart,267.62,1901,2
926027,526027,2024-12-27,4,2024-12-28,2025-01-02,6,On Time,Ekart,56.11,388,1
926028,526028,2026-03-27,8,2026-04-01,2026-04-02,6,On Time,BlueDart,374.54,1965,1
926029,526029,2025-08-10,5,2025-08-12,2025-08-15,5,Returned,BlueDart,564.12,1724,2
926030,526030,2025-03-03,7,2025-03-06,2025-03-11,8,On Time,BlueDart,148.9,1580,2
926031,526031,2025-12-28,4,2025-12-28,2026-01-05,8,On Time,XpressBees,605.21,34,1
926032,526032,2025-03-19,4,2025-03-21,2025-03-29,10,On Time,Delhivery,60.48,1464,1
926033,526033,2024-02-11,3,2024-02-11,2024-02-21,10,On Time,Ecom Express,148.87,1445,1
926034,526034,2026-02-17,6,2026-02-23,2026-02-26,9,Delayed,XpressBees,101.81,856,1
926035,526035,2024-05-01,7,2024-05-08,2024-05-05,4,Not Shipped,Ekart,213.69,2479,1
926036,526036,2025-02-24,5,2025-02-28,2025-02-26,2,On Time,XpressBees,57.74,1870,1
926037,526037,2024-05-23,8,2024-05-30,2024-05-29,6,In Transit,DTDC,595.75,306,1
926038,526038,2025-12-21,4,2025-12-23,2025-12-26,5,On Time,Ecom Express,514.18,1807,1
926039,526039,2025-08-08,7,2025-08-11,2025-08-13,5,Not Shipped,DTDC,401.46,2081,1
926040,526040,2026-05-17,4,2026-05-19,2026-05-18,1,On Time,DTDC,62.43,2431,3
926041,526041,2026-03-03,6,2026-03-07,2026-03-12,9,On Time,Delhivery,460.8,671,1
926042,526042,2024-08-28,4,2024-08-30,2024-09-01,4,On Time,Delhivery,462.79,968,1
926043,526043,2024-08-18,5,2024-08-23,2024-08-24,6,On Time,XpressBees,175.95,900,1
926044,526044,2024-09-11,6,2024-09-13,2024-09-17,6,On Time,Ekart,542.98,1709,1
926045,526045,2024-05-21,5,2024-05-25,2024-05-31,10,On Time,DTDC,69.45,1977,1
926046,526046,2026-05-10,7,2026-05-13,2026-05-18,8,Cancelled,Ekart,549.88,155,1
926047,526047,2024-03-19,5,2024-03-21,2024-03-22,3,Delayed,Delhivery,296.16,199,1
926048,526048,2025-01-24,4,2025-01-25,2025-01-27,3,Early,Ecom Express,694.65,943,1
926049,526049,2024-09-17,8,2024-09-21,2024-09-20,3,On Time,DTDC,172.72,480,1
926050,526050,2024-01-15,8,2024-01-23,2024-01-20,5,Delayed,Delhivery,192.42,1304,2
926051,526051,2026-01-30,8,2026-02-04,2026-02-05,6,On Time,XpressBees,346.24,2256,1
926052,526052,2025-04-03,3,2025-04-06,2025-04-12,9,On Time,BlueDart,369.2,2139,1
926053,526053,2026-03-15,8,2026-03-19,2026-03-18,3,On Time,BlueDart,224.98,70,1
926054,526054,2025-07-17,6,2025-07-22,2025-07-24,7,On Time,Delhivery,210.68,1408,2
926055,526055,2025-03-29,3,2025-03-31,2025-04-02,4,On Time,Ecom Express,644.93,1392,1
926056,526056,2024-08-14,7,2024-08-18,2024-08-20,6,Not Shipped,Delhivery,447.3,2220,1
926057,526057,2025-06-25,6,2025-06-29,2025-06-26,1,On Time,Ecom Express,570.7,39,1
926058,526058,2025-10-29,3,2025-10-28,2025-11-03,5,Delayed,XpressBees,353.59,1200,1
926059,526059,2024-01-27,7,2024-02-02,2024-02-03,7,On Time,BlueDart,246.93,289,2
926060,526060,2024-08-03,7,2024-08-07,2024-08-09,6,Delayed,Ekart,415.02,1991,1
926061,526061,2024-11-25,5,2024-11-30,2024-11-26,1,On Time,Ekart,262.13,225,1
926062,526062,2024-04-23,8,2024-04-27,2024-04-27,4,On Time,Delhivery,151.21,1136,1
926063,526063,2024-03-17,4,2024-03-21,2024-03-21,4,On Time,DTDC,79.16,1828,1
926064,526064,2024-08-16,4,2024-08-19,2024-08-17,1,On Time,Ecom Express,622.03,1973,1
926065,526065,2024-11-09,6,2024-11-12,2024-11-13,4,In Transit,Ekart,429.53,1685,1
926066,526066,2025-05-04,8,2025-05-09,2025-05-10,6,On Time,DTDC,90.63,2077,1
926067,526067,2026-01-12,7,2026-01-19,2026-01-17,5,Delayed,XpressBees,526.61,628,1
926068,526068,2026-02-20,6,2026-02-25,2026-03-01,9,Not Shipped,XpressBees,94.76,1758,1
926069,526069,2024-12-14,4,2024-12-17,2024-12-20,6,Cancelled,DTDC,188.99,1075,1
926070,526070,2025-04-30,7,2025-05-04,2025-05-10,10,Delayed,DTDC,147.81,356,1
926071,526071,2024-01-14,6,2024-01-19,2024-01-22,8,Returned,XpressBees,653.64,1462,3
926072,526072,2026-02-13,4,2026-02-17,2026-02-14,1,Early,XpressBees,438.01,1807,1
926073,526073,2024-08-03,6,2024-08-08,2024-08-10,7,On Time,Delhivery,608.15,721,2
926074,526074,2024-03-02,5,2024-03-04,2024-03-05,3,On Time,BlueDart,58.36,8,1
926075,526075,2025-07-04,6,2025-07-09,2025-07-08,4,In Transit,DTDC,147.36,519,1
926076,526076,2024-12-09,8,2024-12-13,2024-12-17,8,In Transit,Delhivery,170.92,1583,1
926077,526077,2025-01-12,5,2025-01-14,2025-01-21,9,On Time,Delhivery,579.78,1671,1
926078,526078,2025-02-01,3,2025-02-03,2025-02-07,6,Delayed,Ekart,651.91,1627,2
926079,526079,2025-07-29,3,2025-07-29,2025-08-03,5,Cancelled,Ecom Express,403.72,787,2
926080,526080,2026-01-05,3,2026-01-04,2026-01-14,9,On Time,Ecom Express,320.02,276,2
926081,526081,2025-06-09,6,2025-06-11,2025-06-16,7,On Time,Ekart,614.83,1488,1
926082,526082,2025-07-10,6,2025-07-16,2025-07-14,4,Not Shipped,BlueDart,265.3,245,1
926083,526083,2026-01-08,7,2026-01-14,2026-01-11,3,On Time,BlueDart,663.91,1434,1
926084,526084,2025-12-19,3,2025-12-19,2025-12-25,6,On Time,Delhivery,194.23,387,1
926085,526085,2024-06-06,6,2024-06-12,2024-06-07,1,Cancelled,BlueDart,336.02,612,1
926086,526086,2024-11-06,8,2024-11-12,2024-11-16,10,On Time,BlueDart,348.14,1181,1
926087,526087,2025-03-28,5,2025-03-31,2025-04-07,10,Delayed,Ecom Express,301.01,2182,1
926088,526088,2026-05-01,8,2026-05-09,2026-05-08,7,In Transit,Delhivery,89.24,2314,1
926089,526089,2025-07-07,5,2025-07-12,2025-07-10,3,Not Shipped,Ekart,459.47,741,1
926090,526090,2026-01-15,6,2026-01-18,2026-01-18,3,Delayed,Ecom Express,71.21,833,1
926091,526091,2025-12-27,4,2025-12-29,2026-01-03,7,On Time,XpressBees,584.41,227,1
926092,526092,2026-04-14,5,2026-04-19,2026-04-22,8,Not Shipped,DTDC,211.42,1272,1
926093,526093,2025-04-17,5,2025-04-22,2025-04-24,7,Delayed,Ekart,649.79,2257,2
926094,526094,2024-08-29,6,2024-09-02,2024-08-31,2,On Time,Ecom Express,454.77,719,2
926095,526095,2025-01-14,7,2025-01-17,2025-01-24,10,On Time,Ecom Express,518.83,1466,1
926096,526096,2024-01-07,8,2024-01-14,2024-01-09,2,Not Shipped,Ecom Express,241.12,1087,1
926097,526097,2025-09-17,4,2025-09-19,2025-09-18,1,Not Shipped,Delhivery,591.41,50,1
926098,526098,2025-07-15,5,2025-07-20,2025-07-19,4,On Time,BlueDart,169.08,1629,1
926099,526099,2024-05-31,4,2024-06-03,2024-06-03,3,On Time,Delhivery,507.74,1800,1
926100,526100,2025-03-25,5,2025-03-30,2025-03-30,5,On Time,Ekart,466.82,1422,1
926101,526101,2025-10-16,6,2025-10-21,2025-10-22,6,Returned,BlueDart,553.93,151,1
926102,526102,2025-12-14,7,2025-12-18,2025-12-21,7,On Time,Delhivery,229.01,1901,1
926103,526103,2025-12-10,7,2025-12-15,2025-12-13,3,On Time,Ecom Express,168.82,760,1
926104,526104,2024-03-29,8,2024-04-06,2024-04-06,8,Delayed,XpressBees,696.0,376,1
926105,526105,2024-12-06,6,2024-12-12,2024-12-09,3,Early,Ecom Express,106.44,1262,1
926106,526106,2025-06-28,5,2025-07-02,2025-07-05,7,Returned,Ecom Express,446.88,2293,1
926107,526107,2024-04-09,6,2024-04-11,2024-04-16,7,Delayed,Ekart,323.68,1383,1
926108,526108,2024-07-01,7,2024-07-07,2024-07-09,8,On Time,DTDC,449.22,1894,1
926109,526109,2026-05-10,4,2026-05-13,2026-05-18,8,In Transit,Ecom Express,119.37,2182,1
926110,526110,2025-04-14,6,2025-04-20,2025-04-24,10,Cancelled,DTDC,331.81,1498,1
926111,526111,2025-06-14,6,2025-06-17,2025-06-17,3,On Time,DTDC,88.35,1202,1
926112,526112,2024-05-24,4,2024-05-28,2024-05-25,1,On Time,Ecom Express,70.21,1945,1
926113,526113,2025-08-01,8,2025-08-09,2025-08-02,1,On Time,Ekart,387.95,1769,1
926114,526114,2026-04-14,3,2026-04-15,2026-04-23,9,In Transit,Ecom Express,208.31,2433,1
926115,526115,2026-05-28,8,2026-06-02,2026-06-06,9,In Transit,Ekart,353.1,2202,1
926116,526116,2024-06-19,4,2024-06-20,2024-06-25,6,In Transit,Ekart,490.05,127,1
926117,526117,2024-07-24,7,2024-07-28,2024-08-02,9,On Time,Ekart,184.78,1277,1
926118,526118,2025-06-08,4,2025-06-12,2025-06-12,4,In Transit,DTDC,469.23,2222,1
926119,526119,2026-03-21,6,2026-03-25,2026-03-25,4,Cancelled,Ekart,219.33,1905,1
926120,526120,2024-01-06,3,2024-01-09,2024-01-08,2,On Time,BlueDart,74.3,1309,1
926121,526121,2024-07-26,3,2024-07-27,2024-07-30,4,On Time,XpressBees,426.46,518,1
926122,526122,2024-05-26,8,2024-05-30,2024-06-05,10,On Time,Ekart,506.69,1158,1
926123,526123,2025-12-21,4,2025-12-25,2025-12-30,9,Delayed,Ekart,364.32,342,1
926124,526124,2025-04-04,8,2025-04-08,2025-04-11,7,Delayed,Ecom Express,63.34,1021,1
926125,526125,2025-10-17,7,2025-10-20,2025-10-24,7,Delayed,XpressBees,302.87,243,2
926126,526126,2024-02-11,6,2024-02-13,2024-02-18,7,On Time,Ecom Express,641.41,478,1
926127,526127,2024-04-30,4,2024-05-04,2024-05-02,2,On Time,Ecom Express,409.18,2016,1
926128,526128,2025-05-13,8,2025-05-18,2025-05-15,2,Cancelled,XpressBees,500.56,1769,1
926129,526129,2025-01-18,7,2025-01-24,2025-01-19,1,On Time,Delhivery,264.98,1405,1
926130,526130,2024-06-17,6,2024-06-23,2024-06-26,9,Early,XpressBees,61.55,1337,2
926131,526131,2024-08-25,8,2024-09-02,2024-09-01,7,Delayed,BlueDart,158.59,362,2
926132,526132,2025-10-24,6,2025-10-30,2025-10-29,5,Delayed,DTDC,487.31,502,2
926133,526133,2024-01-15,8,2024-01-21,2024-01-19,4,On Time,BlueDart,374.02,2067,1
926134,526134,2026-03-03,3,2026-03-05,2026-03-05,2,On Time,BlueDart,691.27,1765,1
926135,526135,2024-05-25,3,2024-05-28,2024-05-27,2,On Time,BlueDart,170.9,964,1
926136,526136,2025-11-23,6,2025-11-28,2025-11-24,1,On Time,Delhivery,681.72,1098,1
926137,526137,2025-07-30,5,2025-08-02,2025-08-08,9,On Time,Ecom Express,207.05,2023,2
926138,526138,2024-02-28,3,2024-03-01,2024-03-09,10,Delayed,XpressBees,154.72,1516,1
926139,526139,2025-12-01,8,2025-12-06,2025-12-02,1,On Time,Ecom Express,415.0,2449,1
926140,526140,2025-03-28,7,2025-04-04,2025-03-29,1,On Time,BlueDart,328.17,2254,1
926141,526141,2024-10-02,4,2024-10-05,2024-10-03,1,Delayed,Delhivery,358.16,1773,1
926142,526142,2024-04-11,6,2024-04-17,2024-04-20,9,On Time,Ecom Express,94.88,527,1
926143,526143,2024-04-16,6,2024-04-21,2024-04-26,10,Delayed,BlueDart,280.24,625,1
926144,526144,2025-01-12,5,2025-01-13,2025-01-14,2,Returned,Delhivery,184.11,62,1
926145,526145,2024-09-28,7,2024-10-02,2024-10-07,9,Early,BlueDart,631.9,1171,1
926146,526146,2026-02-04,4,2026-02-08,2026-02-11,7,On Time,BlueDart,590.25,646,1
926147,526147,2025-05-10,8,2025-05-18,2025-05-17,7,On Time,XpressBees,165.05,1547,1
926148,526148,2024-02-07,3,2024-02-10,2024-02-10,3,Not Shipped,Delhivery,592.79,1174,1
926149,526149,2026-03-14,7,2026-03-17,2026-03-21,7,On Time,Ekart,69.65,1811,1
926150,526150,2024-08-17,6,2024-08-23,2024-08-23,6,Returned,Ecom Express,434.17,1895,2
926151,526151,2025-07-07,5,2025-07-12,2025-07-12,5,On Time,BlueDart,627.95,62,2
926152,526152,2026-01-25,6,2026-01-29,2026-01-26,1,On Time,Ecom Express,375.92,1598,1
926153,526153,2025-09-03,8,2025-09-09,2025-09-06,3,Returned,XpressBees,219.99,113,1
926154,526154,2025-01-06,8,2025-01-13,2025-01-15,9,Returned,DTDC,206.7,119,1
926155,526155,2024-01-09,3,2024-01-10,2024-01-13,4,On Time,BlueDart,542.28,2146,1
926156,526156,2024-08-04,5,2024-08-07,2024-08-07,3,On Time,Ecom Express,546.69,27,1
926157,526157,2025-06-03,5,2025-06-08,2025-06-13,10,On Time,XpressBees,333.15,1574,1
926158,526158,2026-05-17,4,2026-05-19,2026-05-25,8,On Time,BlueDart,207.25,435,2
926159,526159,2024-02-06,3,2024-02-05,2024-02-16,10,Delayed,BlueDart,684.72,941,1
926160,526160,2024-05-26,6,2024-05-28,2024-06-04,9,On Time,XpressBees,102.65,1788,1
926161,526161,2024-11-25,5,2024-11-27,2024-11-26,1,On Time,Ecom Express,202.1,402,1
926162,526162,2025-12-20,6,2025-12-26,2025-12-25,5,On Time,Ecom Express,675.63,1942,1
926163,526163,2026-05-19,7,2026-05-23,2026-05-21,2,On Time,Delhivery,634.62,1368,1
926164,526164,2024-06-12,4,2024-06-15,2024-06-22,10,On Time,Ekart,103.54,2159,1
926165,526165,2025-06-13,5,2025-06-18,2025-06-19,6,Delayed,Ekart,593.18,1510,1
926166,526166,2026-05-31,7,2026-06-04,2026-06-07,7,On Time,Ecom Express,440.3,1778,1
926167,526167,2026-06-29,3,2026-07-02,2026-07-08,9,On Time,Ecom Express,128.92,2012,1
926168,526168,2025-12-19,7,2025-12-24,2025-12-22,3,On Time,XpressBees,483.85,559,1
926169,526169,2025-12-13,5,2025-12-16,2025-12-16,3,On Time,Ecom Express,558.74,391,1
926170,526170,2024-09-11,5,2024-09-14,2024-09-16,5,Not Shipped,DTDC,593.03,2386,2
926171,526171,2024-10-10,8,2024-10-17,2024-10-18,8,On Time,XpressBees,448.69,696,1
926172,526172,2026-06-18,8,2026-06-24,2026-06-21,3,On Time,BlueDart,231.78,1773,1
926173,526173,2025-07-21,7,2025-07-28,2025-07-24,3,On Time,Ecom Express,349.72,2167,1
926174,526174,2024-04-18,4,2024-04-18,2024-04-26,8,Delayed,XpressBees,212.37,1392,2
926175,526175,2024-03-07,3,2024-03-07,2024-03-08,1,Not Shipped,Ekart,633.31,1409,1
926176,526176,2026-02-22,6,2026-02-28,2026-03-03,9,On Time,BlueDart,639.71,900,1
926177,526177,2024-05-02,5,2024-05-03,2024-05-11,9,Delayed,Delhivery,349.76,2161,2
926178,526178,2025-10-03,4,2025-10-03,2025-10-05,2,On Time,XpressBees,133.86,1048,1
926179,526179,2024-10-23,4,2024-10-24,2024-10-30,7,On Time,XpressBees,226.6,181,2
926180,526180,2024-06-07,6,2024-06-13,2024-06-10,3,On Time,BlueDart,125.75,5,2
926181,526181,2024-04-17,3,2024-04-17,2024-04-20,3,Delayed,DTDC,569.48,2086,3
926182,526182,2025-05-13,7,2025-05-20,2025-05-14,1,On Time,Ecom Express,678.86,119,1
926183,526183,2026-01-06,7,2026-01-10,2026-01-14,8,On Time,Delhivery,629.24,1899,2
926184,526184,2024-01-12,6,2024-01-17,2024-01-19,7,Delayed,BlueDart,196.66,2454,1
926185,526185,2025-10-07,8,2025-10-11,2025-10-10,3,In Transit,XpressBees,170.36,1277,1
926186,526186,2025-06-09,8,2025-06-14,2025-06-16,7,On Time,Ekart,122.57,1462,1
926187,526187,2025-12-29,8,2026-01-02,2025-12-30,1,Delayed,Ekart,654.45,291,1
926188,526188,2025-06-16,7,2025-06-21,2025-06-19,3,In Transit,Ekart,225.87,1199,1
926189,526189,2024-04-24,5,2024-04-29,2024-04-28,4,On Time,XpressBees,209.01,1371,1
926190,526190,2025-01-07,6,2025-01-13,2025-01-14,7,On Time,DTDC,489.22,99,1
926191,526191,2026-06-23,4,2026-06-23,2026-06-30,7,In Transit,Ekart,664.78,1446,1
926192,526192,2026-01-25,3,2026-01-24,2026-01-30,5,Not Shipped,Ecom Express,627.61,2086,1
926193,526193,2024-11-17,6,2024-11-22,2024-11-21,4,On Time,XpressBees,578.54,1376,1
926194,526194,2026-05-02,4,2026-05-02,2026-05-09,7,On Time,Delhivery,639.59,526,1
926195,526195,2024-01-08,4,2024-01-11,2024-01-13,5,On Time,Ecom Express,559.69,188,1
926196,526196,2025-05-03,7,2025-05-08,2025-05-12,9,Delayed,DTDC,682.05,697,2
926197,526197,2025-12-08,7,2025-12-13,2025-12-14,6,On Time,Ecom Express,387.02,907,1
926198,526198,2025-09-06,7,2025-09-13,2025-09-08,2,On Time,DTDC,101.94,2222,1
926199,526199,2024-06-13,7,2024-06-19,2024-06-22,9,Returned,Delhivery,529.07,2146,1
926200,526200,2024-05-15,5,2024-05-18,2024-05-22,7,On Time,BlueDart,365.33,2314,1
926201,526201,2025-11-09,3,2025-11-12,2025-11-18,9,Delayed,Ekart,213.67,2264,1
926202,526202,2026-07-01,4,2026-07-03,2026-07-07,6,On Time,Ekart,592.58,248,1
926203,526203,2025-11-29,3,2025-11-30,2025-12-08,9,Delayed,XpressBees,540.1,2049,1
926204,526204,2026-02-21,8,2026-03-01,2026-02-26,5,Delayed,Delhivery,41.3,1484,1
926205,526205,2026-04-12,6,2026-04-16,2026-04-16,4,Cancelled,XpressBees,85.4,1767,1
926206,526206,2026-05-15,3,2026-05-18,2026-05-19,4,On Time,Delhivery,197.41,91,2
926207,526207,2025-12-24,6,2025-12-27,2026-01-02,9,In Transit,Delhivery,475.33,1536,2
926208,526208,2025-12-12,4,2025-12-14,2025-12-22,10,Delayed,DTDC,440.75,1211,1
926209,526209,2025-12-22,5,2025-12-26,2025-12-25,3,On Time,DTDC,120.35,2324,1
926210,526210,2024-10-25,6,2024-10-27,2024-10-26,1,On Time,BlueDart,332.05,2030,1
926211,526211,2025-05-11,6,2025-05-13,2025-05-12,1,Early,BlueDart,530.25,772,1
926212,526212,2024-07-22,8,2024-07-29,2024-07-29,7,Early,BlueDart,316.68,2387,1
926213,526213,2025-05-01,3,2025-05-02,2025-05-07,6,On Time,BlueDart,307.99,471,1
926214,526214,2025-04-12,8,2025-04-19,2025-04-21,9,Early,XpressBees,670.23,2068,2
926215,526215,2024-03-07,6,2024-03-09,2024-03-17,10,On Time,Delhivery,101.13,2018,1
926216,526216,2024-03-20,6,2024-03-22,2024-03-30,10,On Time,Ecom Express,293.68,1187,1
926217,526217,2026-05-21,3,2026-05-20,2026-05-29,8,In Transit,Ecom Express,536.11,1428,1
926218,526218,2025-05-21,4,2025-05-22,2025-05-29,8,Delayed,BlueDart,221.5,2491,1
926219,526219,2024-02-03,4,2024-02-03,2024-02-09,6,Early,BlueDart,142.12,2433,2
926220,526220,2024-12-05,7,2024-12-10,2024-12-10,5,Delayed,BlueDart,515.27,2034,1
926221,526221,2026-03-26,7,2026-03-30,2026-03-27,1,Delayed,Ekart,44.72,456,1
926222,526222,2025-10-26,7,2025-11-01,2025-10-27,1,On Time,Delhivery,578.85,428,2
926223,526223,2026-01-24,5,2026-01-26,2026-01-25,1,On Time,XpressBees,195.74,1611,1
926224,526224,2025-07-28,6,2025-07-30,2025-08-04,7,In Transit,Ekart,178.02,736,1
926225,526225,2025-10-02,6,2025-10-06,2025-10-09,7,Delayed,DTDC,556.16,1541,1
926226,526226,2024-08-15,8,2024-08-20,2024-08-23,8,On Time,Ecom Express,361.78,1868,1
926227,526227,2026-02-07,6,2026-02-12,2026-02-12,5,In Transit,Ekart,657.04,1877,2
926228,526228,2025-10-30,6,2025-11-05,2025-11-03,4,On Time,XpressBees,156.27,1099,1
926229,526229,2024-08-07,8,2024-08-14,2024-08-14,7,On Time,XpressBees,46.88,2415,1
926230,526230,2024-10-10,8,2024-10-18,2024-10-15,5,On Time,XpressBees,511.03,910,1
926231,526231,2025-12-04,8,2025-12-08,2025-12-14,10,Not Shipped,Delhivery,564.53,1882,1
926232,526232,2024-08-17,5,2024-08-19,2024-08-19,2,On Time,BlueDart,610.64,1450,1
926233,526233,2025-09-05,8,2025-09-10,2025-09-06,1,On Time,Delhivery,148.59,2199,1
926234,526234,2025-01-17,6,2025-01-22,2025-01-19,2,Returned,Ecom Express,578.81,1316,1
926235,526235,2024-09-21,3,2024-09-21,2024-09-29,8,On Time,Ekart,394.23,589,1
926236,526236,2024-05-23,5,2024-05-28,2024-05-31,8,On Time,DTDC,565.31,1460,1
926237,526237,2025-10-24,4,2025-10-24,2025-10-27,3,On Time,XpressBees,578.64,929,1
926238,526238,2024-10-26,3,2024-10-26,2024-10-29,3,On Time,BlueDart,504.75,234,1
926239,526239,2025-05-23,5,2025-05-27,2025-05-27,4,On Time,BlueDart,502.66,963,1
926240,526240,2024-08-28,4,2024-08-28,2024-09-04,7,On Time,DTDC,580.39,790,1
926241,526241,2024-05-16,5,2024-05-19,2024-05-19,3,On Time,Delhivery,385.29,1554,1
926242,526242,2024-01-22,5,2024-01-25,2024-01-26,4,On Time,Ecom Express,64.4,2282,1
926243,526243,2026-05-08,7,2026-05-13,2026-05-12,4,On Time,Delhivery,610.71,276,1
926244,526244,2024-10-02,5,2024-10-06,2024-10-07,5,On Time,DTDC,536.06,1773,1
926245,526245,2025-06-11,6,2025-06-15,2025-06-13,2,Not Shipped,XpressBees,394.24,390,2
926246,526246,2025-03-01,6,2025-03-07,2025-03-07,6,On Time,Ekart,53.53,739,1
926247,526247,2024-12-03,5,2024-12-08,2024-12-13,10,On Time,XpressBees,351.92,374,3
926248,526248,2026-01-29,8,2026-02-03,2026-02-06,8,On Time,DTDC,146.29,410,1
926249,526249,2026-04-13,6,2026-04-16,2026-04-20,7,On Time,Ecom Express,489.25,1728,1
926250,526250,2024-06-13,7,2024-06-20,2024-06-17,4,On Time,XpressBees,262.45,1759,2
926251,526251,2024-01-30,8,2024-02-06,2024-02-08,9,Cancelled,DTDC,480.75,1947,1
926252,526252,2024-10-28,5,2024-10-30,2024-10-30,2,On Time,BlueDart,75.25,1697,1
926253,526253,2024-04-03,6,2024-04-09,2024-04-04,1,On Time,DTDC,446.9,725,1
926254,526254,2024-01-31,7,2024-02-03,2024-02-04,4,On Time,Ecom Express,153.25,709,1
926255,526255,2026-01-05,7,2026-01-11,2026-01-11,6,On Time,BlueDart,389.76,552,1
926256,526256,2024-03-10,8,2024-03-17,2024-03-18,8,In Transit,DTDC,384.74,86,1
926257,526257,2024-03-08,5,2024-03-10,2024-03-15,7,On Time,Delhivery,492.43,265,1
926258,526258,2024-11-23,8,2024-11-28,2024-11-25,2,Not Shipped,DTDC,79.26,2131,1
926259,526259,2025-06-02,8,2025-06-09,2025-06-09,7,On Time,BlueDart,220.7,916,2
926260,526260,2025-03-31,7,2025-04-07,2025-04-01,1,On Time,Ekart,670.84,2224,1
926261,526261,2025-11-13,3,2025-11-14,2025-11-16,3,On Time,DTDC,404.82,320,1
926262,526262,2025-11-14,4,2025-11-17,2025-11-16,2,On Time,BlueDart,425.89,1133,1
926263,526263,2024-01-17,7,2024-01-23,2024-01-25,8,On Time,XpressBees,443.72,1753,1
926264,526264,2025-11-29,4,2025-12-01,2025-12-09,10,Delayed,Delhivery,606.82,1379,1
926265,526265,2024-02-08,6,2024-02-14,2024-02-09,1,On Time,BlueDart,117.33,1302,1
926266,526266,2026-04-16,4,2026-04-17,2026-04-19,3,Delayed,Delhivery,140.9,181,1
926267,526267,2024-10-08,6,2024-10-11,2024-10-15,7,On Time,XpressBees,169.16,1317,1
926268,526268,2026-04-08,3,2026-04-10,2026-04-16,8,On Time,DTDC,494.16,1668,1
926269,526269,2026-07-02,7,2026-07-07,2026-07-05,3,On Time,BlueDart,481.01,1977,1
926270,526270,2024-04-05,3,2024-04-05,2024-04-15,10,On Time,XpressBees,116.42,996,1
926271,526271,2024-12-17,5,2024-12-18,2024-12-18,1,On Time,Ekart,329.11,955,1
926272,526272,2024-04-15,4,2024-04-16,2024-04-20,5,On Time,BlueDart,603.57,2282,1
926273,526273,2026-06-06,4,2026-06-06,2026-06-07,1,Returned,XpressBees,52.22,997,3
926274,526274,2025-03-29,3,2025-04-01,2025-04-02,4,Returned,Ecom Express,684.96,1815,1
926275,526275,2026-02-03,3,2026-02-05,2026-02-07,4,On Time,BlueDart,301.93,2471,1
926276,526276,2025-06-25,7,2025-06-28,2025-07-01,6,On Time,Delhivery,605.67,1635,1
926277,526277,2026-02-13,7,2026-02-19,2026-02-20,7,In Transit,Delhivery,264.7,465,1
926278,526278,2025-07-02,8,2025-07-07,2025-07-12,10,In Transit,Delhivery,672.4,786,2
926279,526279,2024-02-14,6,2024-02-20,2024-02-22,8,Delayed,DTDC,251.72,425,1
