order_id,order_date,customer_id,product_id,seller_id,quantity,discount_pct,shipping_fee,shipping_date,delivery_date,delivery_days,order_status,sales_channel,delivery_partner,unit_price,gross_sales,discount_amount,net_sales,estimated_cost,profit
532135,2024-06-15,14955,20708,30061,4,0.035,519.1,2024-06-18,2024-06-21,3,Delivered,Mobile App,XpressBees,33190.9,132763.6,4646.73,128116.87,85249.56,42348.21
532136,2026-03-17,13548,20623,30129,1,0.298,36.2,2026-03-17,2026-03-26,9,Processing,Mobile App,Ekart,4691.33,4691.33,1398.02,3293.31,2373.16,883.95
532137,2024-11-04,10464,20640,30270,5,0.261,423.55,2024-11-06,2024-11-14,8,Delivered,Marketplace,BlueDart,25614.46,128072.3,33426.87,94645.43,66619.25,27602.63
532138,2026-03-04,11033,20801,30229,2,0.182,263.89,2026-03-04,2026-03-06,2,Delivered,Website,Ekart,19183.22,38366.44,6982.69,31383.75,27750.52,3369.34
532139,2025-05-16,13868,20269,30268,1,0.127,465.29,2025-05-18,2025-05-19,1,Delivered,Mobile App,DTDC,29830.28,29830.28,3788.45,26041.83,23513.85,2062.69
532140,2025-05-28,12617,20382,30203,3,0.168,471.37,2025-06-01,2025-06-07,6,Delivered,Marketplace,Ecom Express,20366.24,61098.72,10264.58,50834.14,46149.39,4213.38
532141,2026-04-29,13344,20409,30176,5,0.087,533.24,2026-04-29,2026-05-07,8,Delivered,Marketplace,DTDC,20381.42,101907.1,8865.92,93041.18,51293.0,41214.94
532142,2024-01-17,11410,20381,30210,2,0.121,234.87,2024-01-20,2024-01-21,1,Delivered,Website,XpressBees,21557.16,43114.32,5216.83,37897.49,36331.44,1331.18
532143,2024-11-13,13786,20762,30218,5,0.25,103.14,2024-11-14,2024-11-18,4,Delivered,Mobile App,Ekart,33646.81,168234.05,42058.51,126175.54,117176.6,8895.8
532144,2024-11-08,10962,20990,30066,1,0.269,596.62,2024-11-09,2024-11-16,7,Returned,Website,XpressBees,3249.33,3249.33,874.07,2375.26,2010.78,-232.14
532145,2025-10-30,12514,20358,30100,5,0.293,333.72,2025-11-03,2025-11-11,8,Delivered,Marketplace,DTDC,34169.05,170845.25,50057.66,120787.59,87090.0,33363.87
532146,2024-11-11,12348,20891,30095,5,0.051,264.08,2024-11-12,2024-11-16,4,Delivered,Website,DTDC,6192.08,30960.4,1578.98,29381.42,17432.7,11684.64
532147,2026-03-13,11353,20759,30217,2,0.137,567.52,2026-03-15,2026-03-23,8,Returned,Mobile App,BlueDart,25332.12,50664.24,6941.0,43723.24,23710.44,19445.28
532148,2025-10-19,10474,20632,30220,3,0.211,546.69,2025-10-19,2025-10-26,7,Processing,Mobile App,BlueDart,3960.23,11880.69,2506.83,9373.86,10095.48,-1268.31
532149,2026-04-07,14471,20355,30026,1,0.051,317.54,2026-04-07,2026-04-16,9,Returned,Marketplace,XpressBees,1600.97,1600.97,81.65,1519.32,1025.44,176.34
532150,2026-01-10,12357,20054,30059,4,0.237,477.75,2026-01-14,2026-01-19,5,Delivered,Marketplace,XpressBees,27967.49,111869.96,26513.18,85356.78,61775.32,23103.71
532151,2025-11-12,11127,20854,30120,1,0.17,555.66,2025-11-14,2025-11-16,2,Delivered,Website,BlueDart,13385.85,13385.85,2275.59,11110.26,10716.24,-161.64
532152,2024-11-19,13459,20077,30050,5,0.193,34.15,2024-11-20,2024-11-30,10,Delivered,Website,XpressBees,14704.85,73524.25,14190.18,59334.07,44080.65,15219.27
532153,2025-10-25,12135,20764,30154,3,0.124,129.05,2025-10-29,2025-11-06,8,Delivered,Mobile App,BlueDart,2561.91,7685.73,953.03,6732.7,5857.53,746.12
532154,2025-01-19,10505,20954,30124,1,0.159,346.27,2025-01-23,2025-01-26,3,Cancelled,Website,Ekart,8034.69,8034.69,1277.52,6757.17,4738.72,1672.18
532155,2024-11-09,11458,20397,30106,3,0.187,249.5,2024-11-10,2024-11-19,9,Returned,Mobile App,DTDC,2899.76,8699.28,1626.77,7072.51,6194.04,628.97
532156,2024-07-23,14017,20331,30270,4,0.162,77.22,2024-07-26,2024-07-29,3,Delivered,Marketplace,DTDC,20848.56,83394.24,13509.87,69884.37,74357.04,-4549.89
532157,2026-03-28,11986,20160,30151,4,0.131,79.63,2026-03-29,2026-04-05,7,Delivered,Marketplace,XpressBees,8193.05,32772.2,4293.16,28479.04,24559.08,3840.33
532158,2025-10-25,13038,20608,30166,5,0.153,514.22,2025-10-29,2025-11-02,4,Delivered,Mobile App,DTDC,29928.94,149644.7,22895.64,126749.06,116768.8,9466.04
532159,2024-02-14,11714,20592,30151,1,0.187,397.63,2024-02-15,2024-02-22,7,Processing,Marketplace,DTDC,11354.3,11354.3,2123.25,9231.05,9989.89,-1156.47
532160,2024-11-14,10153,20133,30158,4,0.029,312.1,2024-11-17,2024-11-18,1,Delivered,Mobile App,Ecom Express,16237.77,64951.08,1883.58,63067.5,32368.36,30387.04
532161,2025-06-13,13299,20230,30091,4,0.067,435.8,2025-06-17,2025-06-19,2,Returned,Marketplace,Ecom Express,14879.79,59519.16,3987.78,55531.38,32501.2,22594.38
532162,2025-10-05,13964,20340,30189,1,0.238,574.65,2025-10-06,2025-10-15,9,Delivered,Marketplace,DTDC,15314.95,15314.95,3644.96,11669.99,7153.09,3942.25
532163,2024-10-06,10693,20401,30027,3,0.149,309.84,2024-10-07,2024-10-12,5,Shipped,Website,Delhivery,17513.52,52540.56,7828.54,44712.02,42588.06,1814.12
532164,2025-10-06,10369,20885,30013,1,0.256,490.43,2025-10-07,2025-10-08,1,Delivered,Marketplace,DTDC,12765.31,12765.31,3267.92,9497.39,8743.51,263.45
532165,2024-09-05,11266,20732,30203,2,0.102,369.54,2024-09-07,2024-09-14,7,Processing,Social Commerce,XpressBees,39084.75,78169.5,7973.29,70196.21,41633.68,28192.99
532166,2024-05-22,14710,20160,30059,3,0.103,435.93,2024-05-26,2024-05-29,3,Delivered,Marketplace,BlueDart,8193.05,24579.15,2531.65,22047.5,18419.31,3192.26
532167,2024-03-20,12834,20492,30093,3,0.282,466.93,2024-03-24,2024-03-28,4,Delivered,Mobile App,Ecom Express,20721.9,62165.7,17530.73,44634.97,42523.32,1644.72
532168,2026-03-18,11207,20170,30060,5,0.291,79.92,2026-03-20,2026-03-22,2,Returned,Website,BlueDart,23234.83,116174.15,33806.68,82367.47,67274.15,15013.4
532169,2025-08-22,10691,20113,30281,1,0.204,49.7,2025-08-24,2025-09-01,8,Delivered,Mobile App,Delhivery,18612.56,18612.56,3796.96,14815.6,8684.39,6081.51
532170,2026-01-21,10680,20839,30271,3,0.066,255.32,2026-01-24,2026-01-26,2,Delivered,Social Commerce,Ekart,30335.35,91006.05,6006.4,84999.65,44365.56,40378.77
532171,2025-05-04,14438,20945,30144,2,0.053,203.9,2025-05-08,2025-05-14,6,Delivered,Marketplace,Ecom Express,5989.49,11978.98,634.89,11344.09,9858.1,1282.09
532172,2025-06-15,11301,20081,30298,2,0.238,201.43,2025-06-17,2025-06-22,5,Delivered,Website,BlueDart,21607.87,43215.74,10285.35,32930.39,20656.08,12072.88
532173,2024-09-22,11721,20296,30023,3,0.236,299.46,2024-09-24,2024-10-02,8,Delivered,Mobile App,DTDC,19539.05,58617.15,13833.65,44783.5,50941.5,-6457.46
532174,2024-03-19,12576,20952,30261,1,0.291,341.24,2024-03-20,2024-03-22,2,Returned,Mobile App,DTDC,16118.1,16118.1,4690.37,11427.73,8087.26,2999.23
532175,2025-10-14,10962,20214,30249,3,0.122,454.68,2025-10-18,2025-10-27,9,Delivered,Website,BlueDart,1409.18,4227.54,515.76,3711.78,2646.69,610.41
532176,2024-06-01,13806,20711,30078,4,0.041,503.31,2024-06-04,2024-06-13,9,Shipped,Website,DTDC,22591.87,90367.48,3705.07,86662.41,78894.28,7264.82
532177,2026-03-08,13783,20744,30156,1,0.09,526.11,2026-03-11,2026-03-14,3,Shipped,Website,Ekart,31819.79,31819.79,2863.78,28956.01,19849.98,8579.92
532178,2024-03-25,14366,20819,30017,3,0.229,304.9,2024-03-29,2024-04-08,10,Delivered,Website,Ecom Express,9531.92,28595.76,6548.43,22047.33,14326.77,7415.66
532179,2026-06-10,13538,20285,30143,5,0.151,440.63,2026-06-13,2026-06-18,5,Delivered,Website,Delhivery,28783.23,143916.15,21731.34,122184.81,97618.2,24125.98
532180,2025-02-26,12445,20307,30282,4,0.258,511.5,2025-02-27,2025-03-01,2,Shipped,Marketplace,Ekart,36864.3,147457.2,38043.96,109413.24,83286.48,25615.26
532181,2024-09-14,11359,20040,30255,5,0.268,247.64,2024-09-17,2024-09-23,6,Delivered,Social Commerce,Ecom Express,15817.26,79086.3,21195.13,57891.17,54646.5,2997.03
532182,2024-08-30,13557,20332,30224,3,0.067,91.4,2024-08-30,2024-09-02,3,Delivered,Mobile App,DTDC,3962.72,11888.16,796.51,11091.65,7303.5,3696.75
532183,2025-09-10,10821,20875,30021,1,0.24,492.21,2025-09-10,2025-09-15,5,Delivered,Website,Delhivery,7855.34,7855.34,1885.28,5970.06,4942.23,535.62
532184,2026-01-27,14221,20674,30218,4,0.209,163.38,2026-01-27,2026-01-31,4,Delivered,Website,Delhivery,7373.64,29494.56,6164.36,23330.2,14416.0,8750.82
532185,2025-03-09,13705,20433,30255,4,0.289,528.2,2025-03-09,2025-03-16,7,Delivered,Marketplace,XpressBees,4302.38,17209.52,4973.55,12235.97,11306.8,400.97
532186,2025-02-01,12016,20267,30056,2,0.046,590.9,2025-02-05,2025-02-11,6,Cancelled,Website,XpressBees,32989.35,65978.7,3035.02,62943.68,39950.06,22402.72
532187,2026-03-12,12497,20408,30045,3,0.249,283.3,2026-03-12,2026-03-13,1,Delivered,Mobile App,DTDC,49623.58,148870.74,37068.81,111801.93,72632.7,38885.93
532188,2025-02-16,12803,20544,30088,5,0.121,144.28,2025-02-19,2025-02-24,5,Delivered,Marketplace,Ecom Express,2864.69,14323.45,1733.14,12590.31,10644.4,1801.63
532189,2024-10-28,13668,20043,30299,5,0.03,410.83,2024-11-01,2024-11-11,10,Delivered,Website,DTDC,33041.5,165207.5,4956.22,160251.28,109562.6,50277.85
532190,2026-04-20,11556,20133,30260,3,0.023,357.05,2026-04-23,2026-04-27,4,Delivered,Website,Ekart,16237.77,48713.31,1120.41,47592.9,24276.27,22959.58
532191,2026-01-01,14275,20855,30047,3,0.214,318.44,2026-01-02,2026-01-04,2,Delivered,Website,BlueDart,12266.89,36800.67,7875.34,28925.33,18461.19,10145.7
532192,2025-06-10,14663,20862,30201,3,0.118,161.64,2025-06-10,2025-06-13,3,Delivered,Mobile App,DTDC,26115.98,78347.94,9245.06,69102.88,65146.83,3794.41
532193,2024-01-11,11708,20994,30029,1,0.285,554.96,2024-01-13,2024-01-19,6,Cancelled,Website,BlueDart,1108.17,1108.17,315.83,792.34,582.02,-344.64
532194,2024-12-19,10902,20695,30086,2,0.274,135.87,2024-12-20,2024-12-29,9,Delivered,Website,Ecom Express,20692.51,41385.02,11339.5,30045.52,24529.58,5380.07
532195,2026-06-10,11906,20982,30195,4,0.245,139.07,2026-06-13,2026-06-16,3,Shipped,Mobile App,BlueDart,16626.67,66506.68,16294.14,50212.54,40228.36,9845.11
532196,2026-06-15,12143,20232,30047,2,0.055,583.91,2026-06-15,2026-06-20,5,Shipped,Website,Ecom Express,7429.01,14858.02,817.19,14040.83,11292.06,2164.86
532197,2025-09-06,12088,20122,30092,2,0.163,192.79,2025-09-09,2025-09-15,6,Cancelled,Website,DTDC,14467.89,28935.78,4716.53,24219.25,13590.36,10436.1
532198,2025-02-25,13084,20458,30116,5,0.053,353.76,2025-02-28,2025-03-02,2,Returned,Marketplace,BlueDart,30975.36,154876.8,8208.47,146668.33,122808.4,23506.17
532199,2026-02-22,11287,21000,30250,1,0.071,504.35,2026-02-23,2026-03-04,9,Delivered,Website,XpressBees,21165.73,21165.73,1502.77,19662.96,10558.33,8600.28
532200,2025-06-12,11768,20910,30186,1,0.211,76.2,2025-06-13,2025-06-21,8,Delivered,Website,Delhivery,1098.88,1098.88,231.86,867.02,562.02,228.8
532201,2024-02-24,11796,20539,30145,2,0.108,208.88,2024-02-27,2024-02-28,1,Delivered,Website,DTDC,2413.77,4827.54,521.37,4306.17,3022.64,1074.65
532202,2024-12-14,10238,20746,30236,4,0.188,338.77,2024-12-18,2024-12-22,4,Shipped,Website,XpressBees,34690.06,138760.24,26086.93,112673.31,92390.84,19943.7
532203,2024-10-22,10787,20425,30100,1,0.216,165.49,2024-10-23,2024-10-28,5,Delivered,Mobile App,XpressBees,13789.9,13789.9,2978.62,10811.28,8121.25,2524.54
532204,2025-09-02,12722,20754,30139,1,0.079,371.29,2025-09-05,2025-09-14,9,Delivered,Website,DTDC,1553.66,1553.66,122.74,1430.92,998.33,61.3
532205,2024-07-19,11939,20189,30175,2,0.032,464.45,2024-07-21,2024-07-29,8,Delivered,Marketplace,Ekart,23256.51,46513.02,1488.42,45024.6,23320.98,21239.17
532206,2025-12-08,13231,20494,30238,5,0.053,163.24,2025-12-08,2025-12-16,8,Delivered,Website,XpressBees,30069.54,150347.7,7968.43,142379.27,114164.7,28051.33
532207,2024-08-09,13924,20660,30298,4,0.263,185.24,2024-08-13,2024-08-16,3,Delivered,Website,Ecom Express,37057.73,148230.92,38984.73,109246.19,82781.0,26279.95
532208,2025-07-27,12397,20864,30057,5,0.166,520.47,2025-07-27,2025-07-29,2,Delivered,Marketplace,Delhivery,8592.07,42960.35,7131.42,35828.93,26607.95,8700.51
532209,2024-10-01,10881,20040,30212,5,0.274,22.19,2024-10-01,2024-10-09,8,Delivered,Website,Ecom Express,15817.26,79086.3,21669.65,57416.65,54646.5,2747.96
532210,2024-08-14,10471,20088,30122,3,0.039,596.82,2024-08-14,2024-08-18,4,Delivered,Mobile App,Ecom Express,9269.4,27808.2,1084.52,26723.68,19680.81,6446.05
532211,2025-10-04,10730,20698,30176,5,0.138,334.46,2025-10-05,2025-10-15,10,Shipped,Social Commerce,Ecom Express,9888.0,49440.0,6822.72,42617.28,29203.1,13079.72
532212,2026-05-09,10334,20160,30180,5,0.103,355.83,2026-05-10,2026-05-17,7,Delivered,Marketplace,Ecom Express,8193.05,40965.25,4219.42,36745.83,30698.85,5691.15
532213,2025-12-30,12146,20618,30070,3,0.096,516.78,2026-01-01,2026-01-10,9,Delivered,Website,Delhivery,23180.12,69540.36,6675.87,62864.49,35790.66,26557.05
532214,2025-04-11,13607,20255,30115,2,0.133,266.99,2025-04-15,2025-04-23,8,Delivered,Website,Ecom Express,16722.95,33445.9,4448.3,28997.6,27937.5,793.11
532215,2026-04-14,14822,20899,30057,5,0.015,514.55,2026-04-14,2026-04-16,2,Delivered,Website,Ecom Express,40752.82,203764.1,3056.46,200707.64,116950.5,83242.59
532216,2026-01-23,11249,20318,30052,4,0.119,339.81,2026-01-27,2026-02-01,5,Returned,Marketplace,DTDC,23718.05,94872.2,11289.79,83582.41,49213.8,34028.8
532217,2026-04-17,11601,20498,30221,4,0.089,575.44,2026-04-18,2026-04-23,5,Delivered,Marketplace,DTDC,11524.78,46099.12,4102.82,41996.3,33981.56,7439.3
532218,2024-01-09,10797,20031,30214,1,0.202,393.46,2024-01-10,2024-01-16,6,Delivered,Mobile App,BlueDart,32877.17,32877.17,6641.19,26235.98,24629.46,1213.06
532219,2026-01-11,11890,20263,30029,3,0.138,102.4,2026-01-11,2026-01-16,5,Delivered,Mobile App,Ecom Express,3370.03,10110.09,1395.19,8714.9,7571.22,1041.28
532220,2025-04-17,14014,20549,30252,2,0.009,36.26,2025-04-18,2025-04-19,1,Delivered,Mobile App,BlueDart,11164.95,22329.9,200.97,22128.93,19822.42,2270.25
532221,2025-09-28,12581,20527,30068,4,0.198,363.86,2025-10-02,2025-10-11,9,Delivered,Marketplace,DTDC,23062.4,92249.6,18265.42,73984.18,43452.88,30167.44
532222,2026-05-03,12503,20725,30113,1,0.267,258.07,2026-05-04,2026-05-05,1,Delivered,Website,Delhivery,9679.48,9679.48,2584.42,7095.06,6124.51,712.48
532223,2025-04-18,11147,20448,30070,1,0.249,89.34,2025-04-22,2025-04-28,6,Delivered,Mobile App,DTDC,25733.63,25733.63,6407.67,19325.96,15104.37,4132.25
532224,2025-09-19,12663,20767,30177,3,0.158,517.79,2025-09-21,2025-09-24,3,Returned,Website,Ekart,12964.1,38892.3,6144.98,32747.32,26876.58,5352.95
532225,2026-06-15,10739,20167,30127,1,0.281,103.88,2026-06-15,2026-06-21,6,Delivered,Website,DTDC,12579.79,12579.79,3534.92,9044.87,5961.97,2979.02
532226,2024-04-14,10717,20603,30211,4,0.109,513.36,2024-04-16,2024-04-21,5,Delivered,Social Commerce,Ekart,29356.29,117425.16,12799.34,104625.82,86644.04,17468.42
532227,2025-11-07,13652,20344,30200,4,0.136,326.48,2025-11-07,2025-11-08,1,Delivered,Mobile App,XpressBees,23949.15,95796.6,13028.34,82768.26,54292.08,28149.7
532228,2025-10-09,14213,20028,30298,5,0.294,293.75,2025-10-11,2025-10-17,6,Delivered,Social Commerce,DTDC,25345.14,126725.7,37257.36,89468.34,69577.1,19597.49
532229,2024-06-22,12971,20769,30071,3,0.077,240.46,2024-06-24,2024-06-30,6,Delivered,Website,Ecom Express,49929.86,149789.58,11533.8,138255.78,73539.03,64476.29
532230,2024-01-14,13272,20006,30181,4,0.272,249.37,2024-01-14,2024-01-15,1,Delivered,Social Commerce,Delhivery,9258.5,37034.0,10073.25,26960.75,23469.6,3241.78
532231,2025-07-30,13719,20869,30083,5,0.116,553.07,2025-08-02,2025-08-09,7,Delivered,Mobile App,Ekart,8897.27,44486.35,5160.42,39325.93,38460.9,311.96
532232,2024-12-02,13200,20495,30075,5,0.056,108.21,2024-12-03,2024-12-13,10,Delivered,Marketplace,BlueDart,7649.39,38246.95,2141.83,36105.12,21404.35,14592.56
532233,2024-10-12,10542,20616,30252,1,0.269,452.54,2024-10-15,2024-10-17,2,Delivered,Mobile App,Delhivery,11150.58,11150.58,2999.51,8151.07,7154.6,543.93
532234,2024-08-03,11144,20171,30250,1,0.005,343.14,2024-08-05,2024-08-07,2,Delivered,Mobile App,Delhivery,16818.57,16818.57,84.09,16734.48,10872.47,5518.87
532235,2025-05-11,12966,20631,30299,3,0.196,316.38,2025-05-15,2025-05-22,7,Delivered,Mobile App,Ecom Express,4358.81,13076.43,2562.98,10513.45,8881.05,1316.02
532236,2024-08-17,11025,20272,30136,2,0.263,71.67,2024-08-18,2024-08-27,9,Delivered,Website,XpressBees,26686.6,53373.2,14037.15,39336.05,47475.8,-8211.42
532237,2024-03-08,10721,20191,30026,3,0.046,149.43,2024-03-11,2024-03-21,10,Shipped,Mobile App,XpressBees,43765.09,131295.27,6039.58,125255.69,68771.88,56334.38
532238,2024-02-07,14134,20853,30226,1,0.049,200.48,2024-02-10,2024-02-20,10,Returned,Mobile App,Ekart,5539.12,5539.12,271.42,5267.7,3667.71,1399.51
532239,2024-08-24,10047,20379,30191,1,0.209,504.88,2024-08-24,2024-08-27,3,Cancelled,Marketplace,XpressBees,16157.7,16157.7,3376.96,12780.74,11355.47,920.39
532240,2025-07-16,10435,20695,30180,3,0.256,498.28,2025-07-16,2025-07-21,5,Returned,Mobile App,DTDC,20692.51,62077.53,15891.85,46185.68,36794.37,8893.03
532241,2025-04-26,11378,20507,30008,4,0.043,591.3,2025-04-27,2025-05-06,9,Delivered,Social Commerce,Ecom Express,13126.01,52504.04,2257.67,50246.37,35586.4,14068.67
532242,2025-11-07,12605,20480,30260,5,0.256,113.32,2025-11-08,2025-11-17,9,Returned,Website,BlueDart,3778.95,18894.75,4837.06,14057.69,11987.25,1957.12
532243,2025-06-30,10832,20519,30062,4,0.062,398.66,2025-07-04,2025-07-11,7,Delivered,Website,Ecom Express,14418.34,57673.36,3575.75,54097.61,28820.16,24878.79
532244,2024-09-23,13006,20981,30204,4,0.006,150.33,2024-09-26,2024-10-02,6,Shipped,Mobile App,BlueDart,21905.58,87622.32,525.73,87096.59,48225.68,38720.58
532245,2026-04-16,13595,20080,30192,5,0.03,579.73,2026-04-17,2026-04-25,8,Delivered,Website,Ecom Express,19886.95,99434.75,2983.04,96451.71,63256.65,32615.33
532246,2025-06-19,14731,20721,30189,1,0.294,452.45,2025-06-21,2025-06-22,1,Shipped,Marketplace,BlueDart,44734.37,44734.37,13151.9,31582.47,22449.33,8680.69
532247,2025-07-18,13731,20680,30201,1,0.079,76.45,2025-07-18,2025-07-23,5,Shipped,Marketplace,Ecom Express,15876.0,15876.0,1254.2,14621.8,12374.49,2170.86
532248,2025-03-29,11028,20095,30255,4,0.259,327.19,2025-04-02,2025-04-04,2,Cancelled,Website,Ecom Express,28817.04,115268.16,29854.45,85413.71,57395.76,27690.76
532249,2025-01-20,11962,20549,30225,3,0.156,327.94,2025-01-23,2025-02-02,10,Delivered,Marketplace,Delhivery,11164.95,33494.85,5225.2,28269.65,29733.63,-1791.92
532250,2026-06-24,10042,20881,30105,1,0.242,378.11,2026-06-25,2026-06-30,5,Delivered,Website,Delhivery,39428.31,39428.31,9541.65,29886.66,18583.21,10925.34
532251,2024-12-21,14051,20250,30044,2,0.275,384.8,2024-12-24,2024-12-30,6,Delivered,Social Commerce,BlueDart,40972.53,81945.06,22534.89,59410.17,39620.44,19404.93
532252,2026-01-10,12045,20443,30030,4,0.28,208.09,2026-01-10,2026-01-14,4,Delivered,Mobile App,XpressBees,1303.39,5213.56,1459.8,3753.76,2922.08,623.59
532253,2024-03-17,13403,20902,30003,2,0.099,290.9,2024-03-18,2024-03-19,1,Cancelled,Website,Ecom Express,9932.9,19865.8,1966.71,17899.09,9481.8,8126.39
532254,2026-05-12,11530,20283,30114,4,0.134,363.09,2026-05-14,2026-05-22,8,Processing,Website,Ecom Express,41693.72,166774.88,22347.83,144427.05,96226.92,47837.04
532255,2025-11-21,14014,20481,30189,1,0.009,182.85,2025-11-24,2025-11-25,1,Delivered,Marketplace,DTDC,32889.08,32889.08,296.0,32593.08,17164.9,15245.33
532256,2026-01-21,11835,20534,30048,1,0.282,69.24,2026-01-22,2026-01-25,3,Delivered,Social Commerce,BlueDart,10064.19,10064.19,2838.1,7226.09,8096.07,-939.22
532257,2024-10-18,11811,20783,30178,2,0.226,326.31,2024-10-20,2024-10-26,6,Shipped,Website,DTDC,19496.19,38992.38,8812.28,30180.1,26434.86,3418.93
532258,2025-08-22,13391,20092,30091,1,0.035,404.57,2025-08-22,2025-08-23,1,Shipped,Website,Delhivery,32980.93,32980.93,1154.33,31826.6,24452.71,6969.32
532259,2025-11-20,11077,20610,30202,5,0.077,451.55,2025-11-20,2025-11-29,9,Processing,Website,BlueDart,16011.3,80056.5,6164.35,73892.15,60138.8,13301.8
532260,2024-03-05,14747,20983,30260,1,0.105,464.83,2024-03-05,2024-03-13,8,Delivered,Website,Delhivery,47895.34,47895.34,5029.01,42866.33,24290.33,18111.17
532261,2025-08-15,14037,20235,30159,4,0.203,34.98,2025-08-18,2025-08-21,3,Delivered,Social Commerce,Ecom Express,21212.24,84848.96,17224.34,67624.62,47056.88,20532.76
532262,2026-02-21,14385,20066,30171,4,0.023,295.23,2026-02-23,2026-03-01,6,Delivered,Marketplace,BlueDart,30915.01,123660.04,2844.18,120815.86,72638.4,47882.23
532263,2026-02-12,14918,20838,30163,3,0.24,340.09,2026-02-13,2026-02-21,8,Delivered,Mobile App,XpressBees,36488.93,109466.79,26272.03,83194.76,64351.53,18503.14
532264,2025-11-25,13910,20020,30211,3,0.05,489.17,2025-11-26,2025-12-02,6,Delivered,Website,Ecom Express,13734.97,41204.91,2060.25,39144.66,22020.66,16634.83
532265,2026-03-25,13696,20951,30246,4,0.256,510.47,2026-03-28,2026-03-29,1,Delivered,Mobile App,DTDC,6243.45,24973.8,6393.29,18580.51,19629.96,-1559.92
532266,2024-09-14,14497,20706,30100,4,0.295,483.98,2024-09-15,2024-09-19,4,Processing,Website,DTDC,10367.82,41471.28,12234.03,29237.25,24417.6,4335.67
532267,2025-09-20,13860,20568,30165,3,0.032,73.12,2025-09-21,2025-09-25,4,Delivered,Mobile App,Ecom Express,32846.34,98539.02,3153.25,95385.77,51564.69,43747.96
532268,2024-09-02,11565,20021,30233,3,0.219,411.94,2024-09-03,2024-09-08,5,Cancelled,Marketplace,Delhivery,35289.25,105867.75,23185.04,82682.71,50248.68,32022.09
532269,2026-02-25,13260,20633,30202,1,0.14,282.62,2026-02-26,2026-03-08,10,Processing,Marketplace,BlueDart,41364.64,41364.64,5791.05,35573.59,19541.05,15749.92
532270,2025-04-23,10214,20489,30044,2,0.235,449.09,2025-04-26,2025-04-28,2,Processing,Marketplace,DTDC,6271.26,12542.52,2947.49,9595.03,8888.44,257.5
532271,2026-01-24,13379,20099,30132,5,0.024,385.84,2026-01-28,2026-02-05,8,Delivered,Marketplace,XpressBees,38855.05,194275.25,4662.61,189612.64,111810.85,77415.95
532272,2024-09-15,12947,20163,30176,3,0.231,111.77,2024-09-16,2024-09-24,8,Delivered,Website,BlueDart,18789.98,56369.94,13021.46,43348.48,33605.46,9631.25
532273,2024-10-06,11138,20580,30165,5,0.265,187.82,2024-10-10,2024-10-15,5,Returned,Social Commerce,Ekart,4603.51,23017.55,6099.65,16917.9,11168.3,5561.78
532274,2026-06-04,11664,20295,30134,2,0.066,422.64,2026-06-06,2026-06-08,2,Delivered,Website,XpressBees,26166.97,52333.94,3454.04,48879.9,31705.32,16751.94
532275,2026-04-04,12662,20121,30073,5,0.294,532.46,2026-04-07,2026-04-16,9,Cancelled,Website,XpressBees,457.66,2288.3,672.76,1615.54,1982.35,-899.27
532276,2024-06-25,10804,20425,30208,5,0.299,435.5,2024-06-29,2024-07-07,8,Processing,Website,Delhivery,13789.9,68949.5,20615.9,48333.6,40606.25,7291.85
532277,2024-12-18,10109,20206,30130,2,0.278,89.01,2024-12-22,2024-12-31,9,Delivered,Website,Ecom Express,17889.51,35779.02,9946.57,25832.45,26954.52,-1211.08
532278,2024-05-19,13991,20825,30211,5,0.126,447.89,2024-05-19,2024-05-24,5,Delivered,Mobile App,DTDC,4845.7,24228.5,3052.79,21175.71,18919.35,1808.47
532279,2025-08-03,13651,20206,30065,3,0.105,538.67,2025-08-03,2025-08-06,3,Delivered,Website,Delhivery,17889.51,53668.53,5635.2,48033.33,40431.78,7062.88
532280,2024-02-09,14377,20344,30039,4,0.232,463.28,2024-02-12,2024-02-13,1,Shipped,Website,Ekart,23949.15,95796.6,22224.81,73571.79,54292.08,18816.43
532281,2024-01-24,10394,20576,30272,3,0.062,143.39,2024-01-27,2024-01-30,3,Processing,Mobile App,XpressBees,14610.98,43832.94,2717.64,41115.3,21214.8,19757.11
532282,2025-05-18,14954,20288,30217,3,0.071,438.83,2025-05-21,2025-05-31,10,Returned,Mobile App,DTDC,20617.72,61853.16,4391.57,57461.59,40868.79,16153.97
532283,2026-03-27,14976,20450,30105,3,0.029,231.02,2026-03-27,2026-03-28,1,Delivered,Mobile App,XpressBees,17645.59,52936.77,1535.17,51401.6,38826.42,12344.16
532284,2025-11-06,11916,20874,30049,1,0.036,133.97,2025-11-08,2025-11-17,9,Delivered,Mobile App,Delhivery,42250.28,42250.28,1521.01,40729.27,19770.8,20824.5
532285,2025-09-26,14975,20004,30064,2,0.123,154.97,2025-09-28,2025-10-04,6,Shipped,Marketplace,DTDC,32718.5,65437.0,8048.75,57388.25,39544.6,17688.68
532286,2025-06-18,10160,20811,30038,3,0.246,260.45,2025-06-22,2025-06-23,1,Delivered,Website,XpressBees,23970.53,71911.59,17690.25,54221.34,59786.31,-5825.42
532287,2024-06-13,10263,20376,30013,3,0.097,38.34,2024-06-16,2024-06-26,10,Delivered,Website,Delhivery,26432.31,79296.93,7691.8,71605.13,48209.76,23357.03
